eventType,date,stopId,odometer,latitude,longitude,lineId,tripId,unknown,datagramDate,busId
0,31-MAY-18,511020,34,33531400,-765233667,986,3171,261,5445120516,2018-05-31 00:00:00,1006
0,31-MAY-18,500154,728,34330017,-764788467,770,2473,9851,5445120519,2018-05-31 00:00:00,1103
0,31-MAY-18,-1,1192,34973867,-765007900,-1,999,-1,5445120511,2018-05-31 00:00:00,1173
0,31-MAY-18,501401,2839,34730633,-765203033,917,2301,9934,5445120520,2018-05-31 00:00:00,1179
0,31-MAY-18,-1,263,34956867,-765047600,-1,999,-1,5445120514,2018-05-31 00:00:00,1185
0,31-MAY-18,511352,5686,33632700,-765244350,276,3122,9931,5445120509,2018-05-31 00:00:00,121
0,31-MAY-18,-1,40,33594433,-765116683,-1,999,-1,5445120512,2018-05-31 00:00:00,24
0,31-MAY-18,514302,257,34287900,-764866400,606,353,495,5445120523,2018-05-31 00:00:00,272
0,31-MAY-18,-1,3222,34957467,-765047383,-1,999,-1,5445120518,2018-05-31 00:00:00,307
0,31-MAY-18,504008,19,34905017,-764917733,545,2121,1882,5445120521,2018-05-31 00:00:00,53
0,31-MAY-18,-1,177,33580250,-765120517,-1,999,-1,5445120517,2018-05-31 00:00:00,54
0,31-MAY-18,514233,6,34101200,-764730300,790,2841,300,5445120513,2018-05-31 00:00:00,789
0,31-MAY-18,-1,638,33591850,-765112100,-1,999,-1,5445120522,2018-05-31 00:00:00,829
0,31-MAY-18,502100,12167,34343517,-764793650,832,2274,9927,5445120515,2018-05-31 00:00:00,975
0,31-MAY-18,-1,612,34304083,-764750033,-1,999,-1,5445120510,2018-05-31 00:00:00,983
0,31-MAY-18,-1,-1,33591850,-765113233,-1,-1,-1,5445120531,2018-05-31 00:00:01,1124
0,31-MAY-18,-1,5762,33593633,-765119100,-1,999,-1,5445120532,2018-05-31 00:00:01,1129
0,31-MAY-18,513212,49,34747650,-764931767,79,336,441,5445120524,2018-05-31 00:00:01,1211
0,31-MAY-18,-1,-1,33592383,-765117717,-1,-1,-1,5445120529,2018-05-31 00:00:01,1217
0,31-MAY-18,-1,-1,33587350,-765113283,314,3133,9886,5445120526,2018-05-31 00:00:01,123
0,31-MAY-18,-1,3492,33594333,-765114617,-1,999,-1,5445120534,2018-05-31 00:00:01,128
0,31-MAY-18,500113,-1,34897967,-765088350,337,552,1526,5445120527,2018-05-31 00:00:01,181
0,31-MAY-18,-1,-1,34969200,-765038533,-1,-1,-1,5445120528,2018-05-31 00:00:01,815
0,31-MAY-18,-1,10127,34970600,-765036017,-1,999,-1,5445120525,2018-05-31 00:00:01,889
0,31-MAY-18,514405,683,34039417,-764764783,-1,999,-1,5445120530,2018-05-31 00:00:01,937
0,31-MAY-18,-1,-1,34300533,-764750233,-1,-1,-1,5445120533,2018-05-31 00:00:01,962
0,31-MAY-18,-1,461,34958383,-765054000,-1,999,-1,5445120549,2018-05-31 00:00:02,1025
0,31-MAY-18,-1,4712,34965867,-765035350,-1,999,-1,5445120548,2018-05-31 00:00:02,1063
0,31-MAY-18,-1,506,34303367,-764749550,-1,999,-1,5445120535,2018-05-31 00:00:02,1115
0,31-MAY-18,-1,-1,34972850,-765005650,-1,999,-1,5445120540,2018-05-31 00:00:02,1197
0,31-MAY-18,-1,-1,33592517,-765118133,-1,999,-1,5445120538,2018-05-31 00:00:02,1233
0,31-MAY-18,519192,-1,34505633,-765454883,937,306,9982,5445120541,2018-05-31 00:00:02,198
0,31-MAY-18,-1,-1,34035550,-764761667,-1,-1,-1,5445120543,2018-05-31 00:00:02,221
0,31-MAY-18,514042,20,34142167,-764682850,869,3411,725,5445120546,2018-05-31 00:00:02,253
0,31-MAY-18,-1,-1,33586767,-765111467,-1,999,-1,5445120544,2018-05-31 00:00:02,26
0,31-MAY-18,-1,398,33595283,-765117967,-1,999,-1,5445120547,2018-05-31 00:00:02,382
0,31-MAY-18,-1,2758,33592783,-765114817,-1,999,-1,5445120539,2018-05-31 00:00:02,42
0,31-MAY-18,-1,-1,33601450,-765122017,-1,-1,-1,5445120542,2018-05-31 00:00:02,626
0,31-MAY-18,-1,-1,34302983,-764749400,-1,999,-1,5445120537,2018-05-31 00:00:02,744
0,31-MAY-18,-1,-1,33833200,-765443667,-1,999,-1,5445120536,2018-05-31 00:00:02,873
0,31-MAY-18,-1,93,34048367,-764756167,-1,999,-1,5445120545,2018-05-31 00:00:02,926
0,31-MAY-18,-1,-1,34963683,-765037800,-1,-1,-1,5445120557,2018-05-31 00:00:03,1061
0,31-MAY-18,-1,3926,34290483,-764749017,-1,999,-1,5445120559,2018-05-31 00:00:03,1093
0,31-MAY-18,-1,3150,34953300,-765054217,-1,999,-1,5445120551,2018-05-31 00:00:03,1184
0,31-MAY-18,513316,-1,34906000,-764918350,471,553,614,5445120562,2018-05-31 00:00:03,1213
0,31-MAY-18,-1,-1,-1,-1,-1,-1,-1,5445120554,2018-05-31 00:00:03,151
0,31-MAY-18,-1,-1,34978367,-765020400,-1,-1,-1,5445120556,2018-05-31 00:00:03,183
0,31-MAY-18,513018,44,34752017,-764935183,625,332,308,5445120560,2018-05-31 00:00:03,193
0,31-MAY-18,-1,-1,34282733,-765003317,-1,-1,-1,5445120550,2018-05-31 00:00:03,251
0,31-MAY-18,514042,51,34142167,-764682850,869,3411,725,5445120558,2018-05-31 00:00:03,253
0,31-MAY-18,500058,-1,34197117,-764861750,446,376,9988,5445120555,2018-05-31 00:00:03,269
0,31-MAY-18,-1,4989,33594417,-765118233,-1,999,-1,5445120552,2018-05-31 00:00:03,439
0,31-MAY-18,-1,-1,33605850,-765121917,-1,-1,-1,5445120561,2018-05-31 00:00:03,632
0,31-MAY-18,517076,8679,34251583,-765018000,561,373,9986,5445120553,2018-05-31 00:00:03,764
0,31-MAY-18,-1,-1,34976100,-765020417,-1,999,-1,5445120571,2018-05-31 00:00:04,1066
0,31-MAY-18,-1,692,34967400,-765030750,-1,999,-1,5445120573,2018-05-31 00:00:04,1077
0,31-MAY-18,-1,10842,34346600,-764794183,-1,999,-1,5445120572,2018-05-31 00:00:04,1094
0,31-MAY-18,-1,-1,34295233,-764751583,-1,999,-1,5445120570,2018-05-31 00:00:04,1108
0,31-MAY-18,500163,2315,34291433,-764773283,248,1472,9706,5445120565,2018-05-31 00:00:04,1155
0,31-MAY-18,513166,4,34749383,-764932350,79,336,441,5445120563,2018-05-31 00:00:04,1211
0,31-MAY-18,-1,172,34964383,-765056400,-1,999,-1,5445120566,2018-05-31 00:00:04,166
0,31-MAY-18,500163,207,34042283,-764762883,188,1472,9759,5445120575,2018-05-31 00:00:04,219
0,31-MAY-18,-1,-1,34970533,-765030933,-1,-1,-1,5445120564,2018-05-31 00:00:04,297
0,31-MAY-18,-1,-1,34048300,-764757917,-1,999,-1,5445120574,2018-05-31 00:00:04,618
0,31-MAY-18,-1,-1,34302450,-764747167,-1,-1,-1,5445120567,2018-05-31 00:00:04,759
0,31-MAY-18,-1,-1,33591283,-765112067,-1,-1,-1,5445120569,2018-05-31 00:00:04,823
0,31-MAY-18,-1,-1,34042583,-764760867,-1,-1,-1,5445120576,2018-05-31 00:00:04,919
0,31-MAY-18,502300,10915,34209767,-764861800,178,421,9740,5445120568,2018-05-31 00:00:04,959
0,31-MAY-18,-1,6134,33574883,-765123517,-1,999,-1,5445120581,2018-05-31 00:00:05,1046
0,31-MAY-18,-1,5509,34958983,-765045017,-1,999,-1,5445120577,2018-05-31 00:00:05,213
0,31-MAY-18,-1,79,34034383,-764766167,423,1571,9885,5445120578,2018-05-31 00:00:05,216
0,31-MAY-18,-1,-1,34037383,-764754283,-1,-1,-1,5445120579,2018-05-31 00:00:05,289
0,31-MAY-18,501850,14066,34293083,-764750367,-1,999,-1,5445120580,2018-05-31 00:00:05,45
0,31-MAY-18,-1,-1,33591183,-765113133,-1,-1,-1,5445120589,2018-05-31 00:00:06,1048
0,31-MAY-18,-1,897,34290117,-764748200,-1,999,-1,5445120594,2018-05-31 00:00:06,1110
0,31-MAY-18,-1,-1,33591050,-765112367,-1,-1,-1,5445120597,2018-05-31 00:00:06,1144
0,31-MAY-18,-1,-1,33593967,-765120133,-1,999,-1,5445120596,2018-05-31 00:00:06,1161
0,31-MAY-18,511076,-1,33664733,-765613250,116,3192,227,5445120591,2018-05-31 00:00:06,119
0,31-MAY-18,513166,34,34750533,-764932683,79,336,441,5445120582,2018-05-31 00:00:06,1211
0,31-MAY-18,512087,45,34839917,-765089733,799,323,228,5445120595,2018-05-31 00:00:06,1214
0,31-MAY-18,-1,-1,33584417,-765110517,-1,-1,-1,5445120598,2018-05-31 00:00:06,130
0,31-MAY-18,517076,3333,34269333,-765457433,614,373,9980,5445120586,2018-05-31 00:00:06,186
0,31-MAY-18,-1,-1,34035750,-764763117,-1,-1,-1,5445120592,2018-05-31 00:00:06,218
0,31-MAY-18,514021,8,34399733,-764784567,455,347,743,5445120583,2018-05-31 00:00:06,226
0,31-MAY-18,-1,253,33594750,-765115500,-1,999,-1,5445120588,2018-05-31 00:00:06,37
0,31-MAY-18,-1,-1,34953400,-765027050,-1,-1,-1,5445120584,2018-05-31 00:00:06,5
0,31-MAY-18,514277,7,34224300,-764709117,733,355,222,5445120585,2018-05-31 00:00:06,700
0,31-MAY-18,514233,31,34097000,-764733233,790,2841,300,5445120587,2018-05-31 00:00:06,789
0,31-MAY-18,-1,-1,33586850,-765119900,-1,-1,-1,5445120590,2018-05-31 00:00:06,83
0,31-MAY-18,511437,-1,33709250,-765494000,12,3124,239,5445120593,2018-05-31 00:00:06,876
0,31-MAY-18,-1,430,34885767,-765034000,-1,999,-1,5445120611,2018-05-31 00:00:07,1068
0,31-MAY-18,511323,-1,33765517,-765202433,373,2211,552,5445120602,2018-05-31 00:00:07,1139
0,31-MAY-18,-1,-1,34957333,-765048067,-1,-1,-1,5445120606,2018-05-31 00:00:07,1201
0,31-MAY-18,513166,34,34751083,-764932833,79,336,441,5445120600,2018-05-31 00:00:07,1211
0,31-MAY-18,512091,19,34944533,-764998700,754,322,153,5445120601,2018-05-31 00:00:07,200
0,31-MAY-18,-1,-1,34977900,-765020117,-1,-1,-1,5445120607,2018-05-31 00:00:07,201
0,31-MAY-18,514021,47,34398950,-764783483,455,347,743,5445120599,2018-05-31 00:00:07,226
0,31-MAY-18,-1,1907,34059083,-764748283,-1,999,-1,5445120610,2018-05-31 00:00:07,227
0,31-MAY-18,-1,9617,34034083,-764768100,-1,999,-1,5445120608,2018-05-31 00:00:07,285
0,31-MAY-18,-1,-1,34040733,-764756417,-1,-1,-1,5445120609,2018-05-31 00:00:07,624
0,31-MAY-18,-1,-1,34301283,-764749000,-1,-1,-1,5445120604,2018-05-31 00:00:07,802
0,31-MAY-18,-1,-1,33609317,-765121467,-1,-1,-1,5445120603,2018-05-31 00:00:07,848
0,31-MAY-18,-1,6071,33594500,-765120417,-1,999,-1,5445120605,2018-05-31 00:00:07,850
0,31-MAY-18,-1,70,33586783,-765114050,-1,999,-1,5445120619,2018-05-31 00:00:08,1049
0,31-MAY-18,-1,-1,34956883,-765048400,-1,-1,-1,5445120614,2018-05-31 00:00:08,1074
0,31-MAY-18,-1,36,34303083,-764754467,-1,999,-1,5445120626,2018-05-31 00:00:08,1107
0,31-MAY-18,519281,10268,34958000,-765045767,-1,999,-1,5445120617,2018-05-31 00:00:08,188
0,31-MAY-18,514021,47,34398950,-764783483,455,347,743,5445120612,2018-05-31 00:00:08,226
0,31-MAY-18,514042,105,34139850,-764684067,869,3411,725,5445120620,2018-05-31 00:00:08,253
0,31-MAY-18,-1,-1,34034883,-764761900,-1,-1,-1,5445120615,2018-05-31 00:00:08,259
0,31-MAY-18,-1,220,33591133,-765121117,-1,999,-1,5445120624,2018-05-31 00:00:08,27
0,31-MAY-18,514303,-1,34290583,-764864933,606,353,495,5445120623,2018-05-31 00:00:08,272
0,31-MAY-18,-1,-1,33596400,-765120317,-1,-1,-1,5445120613,2018-05-31 00:00:08,56
0,31-MAY-18,-1,-1,33602133,-765122100,-1,-1,-1,5445120627,2018-05-31 00:00:08,628
0,31-MAY-18,-1,-1,33589817,-765112050,-1,-1,-1,5445120621,2018-05-31 00:00:08,634
0,31-MAY-18,-1,-1,33587317,-765120300,-1,999,-1,5445120622,2018-05-31 00:00:08,71
0,31-MAY-18,-1,616,34300067,-764747000,-1,999,-1,5445120616,2018-05-31 00:00:08,745
0,31-MAY-18,500050,-1,34418600,-764812233,721,557,2381,5445120625,2018-05-31 00:00:08,765
0,31-MAY-18,-1,-1,34034233,-764762250,-1,999,-1,5445120618,2018-05-31 00:00:08,940
0,31-MAY-18,-1,-1,33586783,-765120633,401,3121,9831,5445120631,2018-05-31 00:00:09,104
0,31-MAY-18,-1,1402,34960717,-765039750,-1,999,-1,5445120633,2018-05-31 00:00:09,1071
0,31-MAY-18,504007,626,34902117,-764920883,896,3351,529,5445120630,2018-05-31 00:00:09,202
0,31-MAY-18,-1,-1,33590033,-765113000,-1,-1,-1,5445120632,2018-05-31 00:00:09,67
0,31-MAY-18,518111,-1,34307583,-764752117,769,385,9872,5445120634,2018-05-31 00:00:09,767
0,31-MAY-18,-1,3458,33586783,-765176817,-1,999,-1,5445120629,2018-05-31 00:00:09,856
0,31-MAY-18,-1,17716,34965250,-765069700,-1,999,-1,5445120636,2018-05-31 00:00:09,888
0,31-MAY-18,-1,-1,34969417,-765038183,-1,-1,-1,5445120635,2018-05-31 00:00:09,894
0,31-MAY-18,500162,-1,34436150,-764830967,622,3441,501,5445120628,2018-05-31 00:00:09,970
0,31-MAY-18,503001,343,34291133,-764740017,703,282,9907,5445120639,2018-05-31 00:00:10,1100
0,31-MAY-18,513197,-1,34729317,-764987367,436,3372,254,5445120647,2018-05-31 00:00:10,1193
0,31-MAY-18,-1,-1,34960883,-765053567,-1,999,-1,5445120646,2018-05-31 00:00:10,1203
0,31-MAY-18,500164,285,34438800,-764820000,904,3411,356,5445120642,2018-05-31 00:00:10,250
0,31-MAY-18,500166,-1,-1,-1,53,3442,9964,5445120648,2018-05-31 00:00:10,274
0,31-MAY-18,-1,15687,33591417,-765119333,-1,-1,-1,5445120641,2018-05-31 00:00:10,314
0,31-MAY-18,-1,-1,33599133,-765121783,-1,-1,-1,5445120640,2018-05-31 00:00:10,402
0,31-MAY-18,-1,224,34289633,-764746983,-1,999,-1,5445120645,2018-05-31 00:00:10,747
0,31-MAY-18,-1,19094,34293933,-764746267,-1,999,-1,5445120643,2018-05-31 00:00:10,749
0,31-MAY-18,516084,-1,34042300,-765130550,555,2121,2178,5445120637,2018-05-31 00:00:10,844
0,31-MAY-18,-1,7757,33590233,-765112000,-1,999,-1,5445120638,2018-05-31 00:00:10,863
0,31-MAY-18,500162,-1,34436133,-764830950,622,3441,501,5445120644,2018-05-31 00:00:10,970
0,31-MAY-18,500101,12453,34297417,-764754450,-1,999,-1,5445120654,2018-05-31 00:00:11,1005
0,31-MAY-18,-1,355,34958850,-765044350,-1,999,-1,5445120653,2018-05-31 00:00:11,1172
0,31-MAY-18,514347,6,34521617,-764871483,1087,3452,179,5445120652,2018-05-31 00:00:11,1263
0,31-MAY-18,500751,9521,34302617,-764762517,804,2104,9972,5445120651,2018-05-31 00:00:11,302
0,31-MAY-18,-1,5,34035467,-764763250,115,150,9948,5445120649,2018-05-31 00:00:11,551
0,31-MAY-18,-1,-1,34294200,-764746950,-1,-1,-1,5445120650,2018-05-31 00:00:11,974
0,31-MAY-18,-1,-1,34972050,-765027583,-1,-1,-1,5445120665,2018-05-31 00:00:12,1051
0,31-MAY-18,-1,-1,34974500,-765023583,-1,-1,-1,5445120667,2018-05-31 00:00:12,1070
0,31-MAY-18,511321,305,33769600,-765202300,373,2211,552,5445120659,2018-05-31 00:00:12,1139
0,31-MAY-18,511261,234,33500850,-765302917,1045,3141,586,5445120664,2018-05-31 00:00:12,1145
0,31-MAY-18,-1,-1,34294933,-764771867,248,1472,9706,5445120657,2018-05-31 00:00:12,1155
0,31-MAY-18,-1,335,33594200,-765119267,-1,999,-1,5445120661,2018-05-31 00:00:12,125
0,31-MAY-18,519124,-1,34495033,-765541600,729,302,339,5445120655,2018-05-31 00:00:12,210
0,31-MAY-18,-1,-1,34040933,-764756583,-1,-1,-1,5445120666,2018-05-31 00:00:12,239
0,31-MAY-18,-1,-1,33600833,-765117733,-1,-1,-1,5445120663,2018-05-31 00:00:12,437
0,31-MAY-18,-1,553,34498833,-764875133,176,1571,9949,5445120658,2018-05-31 00:00:12,653
0,31-MAY-18,-1,-1,34304617,-764750350,-1,999,-1,5445120660,2018-05-31 00:00:12,709
0,31-MAY-18,-1,-1,34307267,-764752050,769,385,9872,5445120662,2018-05-31 00:00:12,767
0,31-MAY-18,-1,-1,33601800,-765122000,-1,-1,-1,5445120656,2018-05-31 00:00:12,780
0,31-MAY-18,-1,2733,34964217,-765054500,-1,999,-1,5445120671,2018-05-31 00:00:13,1075
0,31-MAY-18,-1,236,33587783,-765114750,-1,999,-1,5445120676,2018-05-31 00:00:13,1135
0,31-MAY-18,511323,33,33771183,-765202250,373,2211,552,5445120673,2018-05-31 00:00:13,1139
0,31-MAY-18,513212,6,34754383,-764934000,79,336,441,5445120668,2018-05-31 00:00:13,1211
0,31-MAY-18,514467,15,34394900,-764778000,455,347,743,5445120669,2018-05-31 00:00:13,226
0,31-MAY-18,-1,2247,34301033,-764747717,-1,999,-1,5445120670,2018-05-31 00:00:13,788
0,31-MAY-18,-1,631,33588817,-765111400,-1,999,-1,5445120672,2018-05-31 00:00:13,828
0,31-MAY-18,-1,-1,33603433,-765122283,-1,-1,-1,5445120674,2018-05-31 00:00:13,835
0,31-MAY-18,-1,-1,34035550,-764758617,-1,-1,-1,5445120675,2018-05-31 00:00:13,918
0,31-MAY-18,-1,5,33586017,-765109683,-1,-1,-1,5445120686,2018-05-31 00:00:14,116
0,31-MAY-18,519041,4361,34787250,-765182833,259,305,9992,5445120688,2018-05-31 00:00:14,1189
0,31-MAY-18,-1,8313,34953483,-765053867,-1,999,-1,5445120683,2018-05-31 00:00:14,1190
0,31-MAY-18,504006,123,34890583,-764934767,649,334,233,5445120678,2018-05-31 00:00:14,1212
0,31-MAY-18,500058,-1,34419250,-765333667,62,376,9998,5445120684,2018-05-31 00:00:14,1262
0,31-MAY-18,512091,33,34949533,-764994900,754,322,153,5445120682,2018-05-31 00:00:14,200
0,31-MAY-18,514021,5,34393250,-764775783,455,347,743,5445120681,2018-05-31 00:00:14,226
0,31-MAY-18,514467,36,34394083,-764776900,455,347,743,5445120679,2018-05-31 00:00:14,226
0,31-MAY-18,-1,-1,33600483,-765122067,-1,-1,-1,5445120677,2018-05-31 00:00:14,23
0,31-MAY-18,-1,307,34960083,-765043050,-1,999,-1,5445120685,2018-05-31 00:00:14,300
0,31-MAY-18,-1,594,34299517,-764746317,-1,999,-1,5445120680,2018-05-31 00:00:14,797
0,31-MAY-18,511204,-1,33844617,-765443867,611,3191,9892,5445120687,2018-05-31 00:00:14,900
0,31-MAY-18,513089,424,34730117,-764984267,436,3372,254,5445120696,2018-05-31 00:00:15,1193
0,31-MAY-18,504005,190,34890550,-764935417,393,333,317,5445120694,2018-05-31 00:00:15,1210
0,31-MAY-18,513212,31,34755433,-764934383,79,336,441,5445120689,2018-05-31 00:00:15,1211
0,31-MAY-18,-1,1148,34964483,-765059767,-1,999,-1,5445120697,2018-05-31 00:00:15,190
0,31-MAY-18,514021,-1,34392417,-764774650,455,347,743,5445120690,2018-05-31 00:00:15,226
0,31-MAY-18,511274,982,33757867,-765207067,702,2211,9874,5445120698,2018-05-31 00:00:15,312
0,31-MAY-18,-1,499,34034733,-764762050,707,142,9964,5445120692,2018-05-31 00:00:15,616
0,31-MAY-18,-1,343,33584267,-765115167,-1,999,-1,5445120699,2018-05-31 00:00:15,65
0,31-MAY-18,514174,308,34226400,-764707933,733,355,222,5445120691,2018-05-31 00:00:15,700
0,31-MAY-18,514277,35,34228500,-764706683,733,355,222,5445120693,2018-05-31 00:00:15,700
0,31-MAY-18,-1,-1,34044083,-764761800,-1,999,-1,5445120695,2018-05-31 00:00:15,910
0,31-MAY-18,-1,3745,33587700,-765111617,-1,999,-1,5445120704,2018-05-31 00:00:16,1008
0,31-MAY-18,513197,36,34731033,-764980850,436,3372,254,5445120710,2018-05-31 00:00:16,1193
0,31-MAY-18,-1,-1,34976933,-765034400,-1,-1,-1,5445120703,2018-05-31 00:00:16,1205
0,31-MAY-18,-1,-1,34978033,-765021000,-1,-1,-1,5445120700,2018-05-31 00:00:16,1208
0,31-MAY-18,514347,35,34520900,-764865167,1087,3452,179,5445120702,2018-05-31 00:00:16,1263
0,31-MAY-18,-1,-1,34970933,-765035300,-1,-1,-1,5445120706,2018-05-31 00:00:16,137
0,31-MAY-18,501401,3293,34965050,-765066617,1101,2301,9981,5445120707,2018-05-31 00:00:16,145
0,31-MAY-18,501703,12675,-1,-1,-1,-1,-1,5445120708,2018-05-31 00:00:16,706
0,31-MAY-18,-1,1182,34300583,-764747350,-1,999,-1,5445120701,2018-05-31 00:00:16,785
0,31-MAY-18,514474,1680,34076517,-764744183,874,3411,370,5445120705,2018-05-31 00:00:16,928
0,31-MAY-18,-1,190,34291433,-764748267,-1,999,-1,5445120709,2018-05-31 00:00:16,953
0,31-MAY-18,513025,195,34958733,-764939533,110,321,337,5445120720,2018-05-31 00:00:17,1067
0,31-MAY-18,514278,5,34205400,-764863767,861,2842,433,5445120721,2018-05-31 00:00:17,1096
0,31-MAY-18,513212,31,34756433,-764934767,79,336,441,5445120711,2018-05-31 00:00:17,1211
0,31-MAY-18,514347,35,34520817,-764863850,1087,3452,179,5445120717,2018-05-31 00:00:17,1263
0,31-MAY-18,514021,-1,34390783,-764772383,455,347,743,5445120713,2018-05-31 00:00:17,226
0,31-MAY-18,514021,-1,34390783,-764772383,455,347,743,5445120716,2018-05-31 00:00:17,226
0,31-MAY-18,-1,9248,33592250,-765121283,-1,999,-1,5445120714,2018-05-31 00:00:17,414
0,31-MAY-18,-1,14815,34329317,-764727733,-1,999,-1,5445120719,2018-05-31 00:00:17,774
0,31-MAY-18,516084,31,34045467,-765133750,555,2121,2178,5445120712,2018-05-31 00:00:17,844
0,31-MAY-18,-1,-1,34294933,-764748317,-1,999,-1,5445120718,2018-05-31 00:00:17,966
0,31-MAY-18,-1,202,33594350,-765113633,-1,999,-1,5445120715,2018-05-31 00:00:17,992
0,31-MAY-18,-1,6272,34290400,-764747417,-1,999,-1,5445120727,2018-05-31 00:00:18,1011
0,31-MAY-18,514376,345,34204433,-764863783,861,2842,433,5445120732,2018-05-31 00:00:18,1096
0,31-MAY-18,-1,1963,33586550,-765113533,-1,999,-1,5445120725,2018-05-31 00:00:18,1220
0,31-MAY-18,519124,-1,-1,-1,729,302,9982,5445120729,2018-05-31 00:00:18,210
0,31-MAY-18,514021,-1,34390033,-764771200,455,347,743,5445120722,2018-05-31 00:00:18,226
0,31-MAY-18,514021,-1,34390033,-764771200,455,347,743,5445120723,2018-05-31 00:00:18,226
0,31-MAY-18,514405,119,34045867,-764757933,560,347,9998,5445120730,2018-05-31 00:00:18,240
0,31-MAY-18,514072,4,34230983,-764778783,96,3442,327,5445120728,2018-05-31 00:00:18,263
0,31-MAY-18,-1,-1,34038233,-764753750,-1,-1,-1,5445120731,2018-05-31 00:00:18,288
0,31-MAY-18,-1,6168,33589100,-765111750,-1,999,-1,5445120724,2018-05-31 00:00:18,66
0,31-MAY-18,-1,-1,33602517,-765122283,-1,-1,-1,5445120726,2018-05-31 00:00:18,995
0,31-MAY-18,-1,544,33602300,-765121150,-1,999,-1,5445120742,2018-05-31 00:00:19,1002
0,31-MAY-18,502302,55,33661867,-765277483,842,3141,290,5445120734,2018-05-31 00:00:19,1009
0,31-MAY-18,-1,697,33587433,-765114100,-1,999,-1,5445120738,2018-05-31 00:00:19,1033
0,31-MAY-18,500153,7852,34293883,-764745183,-1,999,-1,5445120740,2018-05-31 00:00:19,1109
0,31-MAY-18,-1,4053,34386917,-765376467,-1,999,-1,5445120736,2018-05-31 00:00:19,1202
0,31-MAY-18,514347,18,34520667,-764861267,1087,3452,179,5445120737,2018-05-31 00:00:19,1263
0,31-MAY-18,512092,-1,34953433,-764992083,754,322,153,5445120735,2018-05-31 00:00:19,200
0,31-MAY-18,514021,-1,34389333,-764769967,455,347,743,5445120733,2018-05-31 00:00:19,226
0,31-MAY-18,-1,338,-1,-1,-1,999,-1,5445120741,2018-05-31 00:00:19,304
0,31-MAY-18,-1,22502,33589267,-765114083,-1,999,-1,5445120739,2018-05-31 00:00:19,991
0,31-MAY-18,-1,110,34294150,-764750100,-1,999,-1,5445120757,2018-05-31 00:00:20,1112
0,31-MAY-18,-1,340,34286533,-764739467,-1,999,-1,5445120748,2018-05-31 00:00:20,1113
0,31-MAY-18,-1,1607,34964683,-765057450,-1,999,-1,5445120754,2018-05-31 00:00:20,1192
0,31-MAY-18,512087,29,34838067,-765090733,799,323,228,5445120753,2018-05-31 00:00:20,1214
0,31-MAY-18,514021,-1,34388650,-764768733,455,347,743,5445120746,2018-05-31 00:00:20,226
0,31-MAY-18,-1,-1,34040283,-764760383,-1,-1,-1,5445120747,2018-05-31 00:00:20,564
0,31-MAY-18,-1,-1,34293417,-764740483,-1,-1,-1,5445120749,2018-05-31 00:00:20,740
0,31-MAY-18,-1,-1,33587067,-765115400,-1,-1,-1,5445120755,2018-05-31 00:00:20,81
0,31-MAY-18,516084,39,34046717,-765134383,555,2121,2178,5445120745,2018-05-31 00:00:20,844
0,31-MAY-18,-1,12518,34289050,-764738567,-1,999,-1,5445120759,2018-05-31 00:00:20,847
0,31-MAY-18,-1,-1,34973383,-765025417,-1,-1,-1,5445120750,2018-05-31 00:00:20,895
0,31-MAY-18,513316,-1,34907033,-764917083,215,553,615,5445120751,2018-05-31 00:00:20,899
0,31-MAY-18,-1,5814,34034883,-764758967,-1,999,-1,5445120758,2018-05-31 00:00:20,936
0,31-MAY-18,502304,-1,33663917,-765278117,598,3172,391,5445120743,2018-05-31 00:00:20,94
0,31-MAY-18,502304,-1,33663917,-765278117,598,3172,391,5445120744,2018-05-31 00:00:20,94
0,31-MAY-18,-1,168,34293267,-764749217,-1,999,-1,5445120756,2018-05-31 00:00:20,977
0,31-MAY-18,-1,-1,34300100,-764748183,-1,-1,-1,5445120752,2018-05-31 00:00:20,984
0,31-MAY-18,-1,-1,33584700,-765113117,-1,-1,-1,5445120765,2018-05-31 00:00:21,1159
0,31-MAY-18,513212,8,34758117,-764935567,79,336,441,5445120761,2018-05-31 00:00:21,1211
0,31-MAY-18,-1,-1,33615467,-765097967,-1,-1,-1,5445120764,2018-05-31 00:00:21,126
0,31-MAY-18,-1,-1,34963283,-765040250,-1,-1,-1,5445120769,2018-05-31 00:00:21,192
0,31-MAY-18,511059,7185,33715833,-765370100,580,3192,9996,5445120767,2018-05-31 00:00:21,281
0,31-MAY-18,-1,-1,33586250,-765112133,-1,-1,-1,5445120762,2018-05-31 00:00:21,30
0,31-MAY-18,-1,-1,34301650,-764746867,-1,-1,-1,5445120763,2018-05-31 00:00:21,760
0,31-MAY-18,-1,-1,34955167,-765050717,-1,999,-1,5445120760,2018-05-31 00:00:21,817
0,31-MAY-18,-1,-1,33604500,-765119417,-1,-1,-1,5445120766,2018-05-31 00:00:21,832
0,31-MAY-18,504016,6277,34483433,-765181767,497,131,9921,5445120768,2018-05-31 00:00:21,837
0,31-MAY-18,511441,-1,33587817,-765117350,657,3124,9881,5445120775,2018-05-31 00:00:22,103
0,31-MAY-18,-1,209,34985867,-765039550,-1,999,-1,5445120770,2018-05-31 00:00:22,1073
0,31-MAY-18,514278,35,34201333,-764863817,861,2842,433,5445120784,2018-05-31 00:00:22,1096
